駅名,所要時間範囲,所要時間,乗り換え回数,路線名,駅名_cleaned,station_name,address,lon,lat,company,line_name
西新宿五丁目,31-40分,36分,乗換1回,都営大江戸線（放射部）,西新宿五丁目,西新宿五丁目,新宿区西新宿５-２５-９,139.684304,35.689798,都営,大江戸線（放射部）
東大前,31-40分,36分,乗換2回,東京メトロ南北線,東大前,東大前,文京区向丘１-１９-２,139.758025,35.717633,東京メトロ,南北線
王子神谷,31-40分,37分,乗換1回,東京メトロ南北線,王子神谷,王子神谷,北区王子５-２-１１,139.735933,35.765172,東京メトロ,南北線
西ヶ原,31-40分,37分,乗換1回,東京メトロ南北線,西ヶ原,西ヶ原,東京都北区西ヶ原二丁目3-8,139.742322,35.746008,東京メトロ,南北線
本駒込,31-40分,37分,乗換1回,東京メトロ南北線,本駒込,本駒込,文京区向丘２-３７-１,139.753828,35.724155,東京メトロ,南北線
志茂,31-40分,39分,乗換1回,東京メトロ南北線,志茂,志茂,北区志茂２-１-１８,139.732599,35.777948,東京メトロ,南北線
赤土小学校前,31-40分,36分,乗換1回,都営日暮里・舎人ライナー,赤土小学校前,赤土小学校前,荒川区東尾久４-７-７,139.768989,35.742454,都営,日暮里・舎人ライナー
熊野前,31-40分,37分,乗換1回,都営日暮里・舎人ライナー,熊野前,熊野前,荒川区東尾久５,139.769204,35.749212,都営,日暮里・舎人ライナー
足立小台,31-40分,39分,乗換1回,都営日暮里・舎人ライナー,足立小台,足立小台,足立区小台１-２０-１,139.770381,35.754658,都営,日暮里・舎人ライナー
とうきょうスカイツリー[業平橋],31-40分,37分,乗換2回,東武伊勢崎線〔スカイツリーライン〕,とうきょうスカイツリー,とうきょうスカイツリー,墨田区押上１丁目,139.809332,35.71043,東武,伊勢崎線〔スカイツリーライン〕
小菅,31-40分,37分,乗換1回,東武伊勢崎線〔スカイツリーライン〕,小菅,小菅,足立区足立２丁目,139.812935,35.759039,東武,伊勢崎線〔スカイツリーライン〕
五反野,31-40分,39分,乗換1回,東武伊勢崎線〔スカイツリーライン〕,五反野,五反野,足立区足立３丁目,139.809643,35.765852,東武,伊勢崎線〔スカイツリーライン〕
笹塚,31-40分,37分,乗換1回,京王線,笹塚,笹塚,渋谷区笹塚１-５６-７,139.667251,35.673758,京王,線
代田橋,31-40分,38分,乗換1回,京王線,代田橋,代田橋,世田谷区大原２-１８-９,139.659413,35.671092,京王,線
西太子堂,31-40分,37分,乗換2回,東急世田谷線,西太子堂,西太子堂,世田谷区太子堂４-１０-３,139.666382,35.644545,東急,世田谷線
若林（東京都）,31-40分,39分,乗換2回,東急世田谷線,若林,若林,世田谷区若林４-３-１５,139.659911,35.645933,東急,世田谷線
亀戸水神,31-40分,38分,乗換2回,東武亀戸線,亀戸水神,亀戸水神,江東区亀戸８-５-１,139.833422,35.699976,東武,亀戸線
東あずま,31-40分,39分,乗換2回,東武亀戸線,東あずま,東あずま,墨田区立花４-２３-８,139.831883,35.707067,東武,亀戸線
北池袋,31-40分,39分,乗換1回,東武東上線,北池袋,北池袋,豊島区池袋本町１-３６-６,139.716749,35.741283,東武,東上線
下板橋,31-40分,40分,乗換1回,東武東上線,下板橋,下板橋,豊島区池袋本町４-４３-１１,139.714785,35.745721,東武,東上線
大口,31-40分,40分,乗換1回,ＪＲ横浜線,大口,大口,横浜市神奈川区大口通,139.646288,35.492375,ＪＲ,横浜線
板橋,31-40分,40分,乗換1回,ＪＲ埼京線,板橋,板橋,板橋区板橋１丁目,139.719507,35.745435,ＪＲ,埼京線
綾瀬,41-50分,41分,乗換1回,東京メトロ千代田線,綾瀬,綾瀬,足立区綾瀬３丁目,139.825019,35.762222,東京メトロ,千代田線
浦安（千葉県）,41-50分,41分,乗換1回,東京メトロ東西線,浦安,浦安,浦安市北栄１-１３-１,139.893193,35.665932,東京メトロ,東西線
南行徳,41-50分,42分,乗換1回,東京メトロ東西線,南行徳,南行徳,市川市相之川４-１７-１,139.902311,35.672687,東京メトロ,東西線
行徳,41-50分,45分,乗換1回,東京メトロ東西線,行徳,行徳,市川市行徳駅前２-４-１,139.914254,35.682686,東京メトロ,東西線
妙典,41-50分,48分,乗換1回,東京メトロ東西線,妙典,妙典,市川市富浜１-２-１０,139.924209,35.690935,東京メトロ,東西線
原木中山,41-50分,50分,乗換1回,東京メトロ東西線,原木中山,原木中山,船橋市本中山７-７-１,139.942029,35.703517,東京メトロ,東西線
曳舟,41-50分,41分,乗換2回,東武伊勢崎線〔スカイツリーライン〕（押上-曳舟）,曳舟,曳舟,墨田区東向島２丁目,139.816634,35.718418,東武,伊勢崎線〔スカイツリーライン〕（押上-曳舟）
葛西臨海公園,41-50分,41分,乗換1回,ＪＲ京葉線,葛西臨海公園,葛西臨海公園,江戸川区臨海町６丁目,139.861529,35.644392,ＪＲ,京葉線
舞浜,41-50分,44分,乗換1回,ＪＲ京葉線,舞浜,舞浜,浦安市舞浜,139.883714,35.636115,ＪＲ,京葉線
新浦安,41-50分,48分,乗換1回,ＪＲ京葉線,新浦安,新浦安,浦安市入船１丁目,139.912553,35.649526,ＪＲ,京葉線
京成高砂,41-50分,41分,乗換0回,京成本線,京成高砂,京成高砂,東京都葛飾区高砂五丁目28-1,139.866875,35.750932,京成,本線
京成小岩,41-50分,43分,乗換0回,京成本線,京成小岩,京成小岩,江戸川区北小岩２-１０-９,139.88371,35.742158,京成,本線
京成八幡,41-50分,47分,乗換0回,京成本線,京成八幡,京成八幡,市川市八幡３-２-１,139.92816,35.723811,京成,本線
東中山,41-50分,50分,乗換0回,京成本線,東中山,東中山,船橋市東中山２-２-２２,139.952683,35.714385,京成,本線
高津（神奈川県）,41-50分,41分,乗換1回,東急大井町線,高津,高津,川崎市高津区二子４-１-１,139.616934,35.603248,東急,大井町線
小村井,41-50分,41分,乗換2回,東武亀戸線,小村井,小村井,墨田区文花２-２０-１,139.827595,35.710316,東武,亀戸線
小台,41-50分,41分,乗換1回,都電荒川線,小台,小台,荒川区西尾久５,139.761779,35.750579,不明,都電荒川線
宮ノ前,41-50分,42分,乗換2回,都電荒川線,宮ノ前,宮ノ前,荒川区東尾久５,139.764955,35.750135,不明,都電荒川線
都電雑司ヶ谷,41-50分,42分,乗換2回,都電荒川線,都電雑司ヶ谷,都電雑司ヶ谷,東京都豊島区南池袋,139.718006,35.724261,不明,都電荒川線
学習院下,41-50分,44分,乗換2回,都電荒川線,学習院下,学習院下,豊島区高田２,139.71247,35.716248,不明,都電荒川線
面影橋,41-50分,45分,乗換2回,都電荒川線,面影橋,面影橋,新宿区西早稲田３,139.714444,35.712981,不明,都電荒川線
松陰神社前,41-50分,41分,乗換2回,東急世田谷線,松陰神社前,松陰神社前,世田谷区若林４-２１-１６,139.655211,35.643947,東急,世田谷線
世田谷,41-50分,42分,乗換2回,東急世田谷線,世田谷,世田谷,世田谷区世田谷４-９-６,139.650945,35.643564,東急,世田谷線
上町,41-50分,43分,乗換2回,東急世田谷線,上町,上町,世田谷区世田谷３-４-３,139.646276,35.643656,東急,世田谷線
宮の坂,41-50分,45分,乗換2回,東急世田谷線,宮の坂,宮の坂,世田谷区宮坂１-２４-７,139.64494,35.647508,東急,世田谷線
松原（東京都）,41-50分,45分,乗換2回,東急世田谷線,松原,松原,世田谷区松原４-１０-８,139.642,35.660048,東急,世田谷線
西永福,41-50分,41分,乗換1回,京王井の頭線,西永福,西永福,杉並区永福３-３６-１,139.634936,35.678918,京王,井の頭線
久我山,41-50分,42分,乗換1回,京王井の頭線,久我山,久我山,杉並区久我山４-１-１１,139.599211,35.688138,京王,井の頭線
浜田山,41-50分,42分,乗換1回,京王井の頭線,浜田山,浜田山,杉並区浜田山３-３１-２,139.627528,35.681603,京王,井の頭線
高井戸,41-50分,44分,乗換1回,京王井の頭線,高井戸,高井戸,杉並区高井戸西２-１-２６,139.615115,35.683253,京王,井の頭線
富士見ヶ丘,41-50分,45分,乗換1回,京王井の頭線,富士見ヶ丘,富士見ヶ丘,東京都杉並区久我山五丁目1番25号,139.607072,35.684805,京王,井の頭線
三鷹台,41-50分,49分,乗換1回,京王井の頭線,三鷹台,三鷹台,三鷹市井の頭１-３２-１,139.589298,35.692046,京王,井の頭線
井の頭公園,41-50分,50分,乗換1回,京王井の頭線,井の頭公園,井の頭公園,三鷹市井の頭３-３５-１２,139.583112,35.697304,京王,井の頭線
西荻窪,41-50分,41分,乗換1回,ＪＲ中央本線（東京-塩尻）,西荻窪,西荻窪,杉並区西荻南３丁目,139.599361,35.703842,ＪＲ,中央本線（東京-塩尻）
吉祥寺,41-50分,43分,乗換1回,ＪＲ中央本線（東京-塩尻）,吉祥寺,吉祥寺,東京都武蔵野市吉祥寺南町,139.579765,35.703119,ＪＲ,中央本線（東京-塩尻）
三鷹,41-50分,46分,乗換1回,ＪＲ中央本線（東京-塩尻）,三鷹,三鷹,東京都三鷹市下連雀三丁目46-1,139.560325,35.702683,ＪＲ,中央本線（東京-塩尻）
武蔵境,41-50分,48分,乗換1回,ＪＲ中央本線（東京-塩尻）,武蔵境,武蔵境,武蔵野市境１丁目,139.543402,35.702083,ＪＲ,中央本線（東京-塩尻）
東小金井,41-50分,50分,乗換1回,ＪＲ中央本線（東京-塩尻）,東小金井,東小金井,小金井市梶野町５丁目,139.524837,35.701643,ＪＲ,中央本線（東京-塩尻）
西川口,41-50分,41分,乗換0回,ＪＲ京浜東北線,西川口,西川口,川口市並木町２丁目,139.704312,35.815514,ＪＲ,京浜東北線
蕨,41-50分,43分,乗換0回,ＪＲ京浜東北線,蕨,蕨,蕨市中央１丁目,139.690357,35.827959,ＪＲ,京浜東北線
南浦和,41-50分,47分,乗換0回,ＪＲ京浜東北線,南浦和,南浦和,さいたま市南区南浦和２丁目,139.669125,35.847648,ＪＲ,京浜東北線
南阿佐ヶ谷,41-50分,41分,乗換1回,東京メトロ丸ノ内線,南阿佐ヶ谷,南阿佐ヶ谷,杉並区阿佐谷南１-１５-７,139.63576,35.699624,東京メトロ,丸ノ内線
本八幡〔ＪＲ〕,41-50分,41分,乗換1回,ＪＲ総武本線（東京-銚子）,本八幡,本八幡,市川市八幡２丁目,139.92741,35.720898,ＪＲ,総武本線（東京-銚子）
下総中山,41-50分,43分,乗換1回,ＪＲ総武本線（東京-銚子）,下総中山,下総中山,船橋市本中山２丁目,139.943092,35.714276,ＪＲ,総武本線（東京-銚子）
船橋,41-50分,45分,乗換1回,ＪＲ総武本線（東京-銚子）,船橋,船橋,船橋市本町７丁目,139.984707,35.701865,ＪＲ,総武本線（東京-銚子）
西船橋,41-50分,46分,乗換1回,ＪＲ総武本線（東京-銚子）,西船橋,西船橋,船橋市西船４丁目,139.959536,35.707283,ＪＲ,総武本線（東京-銚子）
津田沼,41-50分,49分,乗換1回,ＪＲ総武本線（東京-銚子）,津田沼,津田沼,習志野市津田沼１丁目,140.020179,35.691367,ＪＲ,総武本線（東京-銚子）
本蓮沼,41-50分,41分,乗換1回,都営三田線,本蓮沼,本蓮沼,板橋区蓮沼町１９-８,139.702324,35.768782,都営,三田線
志村坂上,41-50分,43分,乗換1回,都営三田線,志村坂上,志村坂上,板橋区志村１-１４-１３,139.69538,35.775725,都営,三田線
志村三丁目,41-50分,45分,乗換1回,都営三田線,志村三丁目,志村三丁目,板橋区志村３-２３-１,139.685937,35.777391,都営,三田線
蓮根,41-50分,47分,乗換1回,都営三田線,蓮根,蓮根,板橋区蓮根２-３１-３０,139.678993,35.784335,都営,三田線
西台,41-50分,49分,乗換1回,都営三田線,西台,西台,板橋区高島平９-１-１,139.673971,35.78699,都営,三田線
要町,41-50分,41分,乗換1回,東京メトロ有楽町線,要町,要町,東京都豊島区要町一丁目1-10,139.698715,35.73323,東京メトロ,有楽町線
千川,41-50分,43分,乗換1回,東京メトロ有楽町線,千川,千川,東京都豊島区要町三丁目10-7,139.689271,35.738229,東京メトロ,有楽町線
氷川台,41-50分,47分,乗換1回,東京メトロ有楽町線,氷川台,氷川台,東京都練馬区氷川台三丁目38-18,139.665567,35.74955,東京メトロ,有楽町線
平和台（東京都）,41-50分,49分,乗換1回,東京メトロ有楽町線,平和台,平和台,東京都練馬区早宮2-17-48,139.653762,35.757863,東京メトロ,有楽町線
扇大橋,41-50分,41分,乗換1回,都営日暮里・舎人ライナー,扇大橋,扇大橋,足立区扇２-２５-７,139.770808,35.763897,都営,日暮里・舎人ライナー
高野（東京都）,41-50分,42分,乗換1回,都営日暮里・舎人ライナー,高野,高野,足立区扇２-４５-１,139.770679,35.768359,都営,日暮里・舎人ライナー
江北（東京都）,41-50分,44分,乗換1回,都営日暮里・舎人ライナー,江北,江北,足立区江北４-３０-２７,139.770306,35.774021,都営,日暮里・舎人ライナー
西新井大師西,41-50分,45分,乗換1回,都営日暮里・舎人ライナー,西新井大師西,西新井大師西,足立区江北６-３０-２３,139.770094,35.781505,都営,日暮里・舎人ライナー
谷在家,41-50分,47分,乗換1回,都営日暮里・舎人ライナー,谷在家,谷在家,足立区谷在家３-２０-２３,139.770043,35.788774,都営,日暮里・舎人ライナー
舎人公園,41-50分,49分,乗換1回,都営日暮里・舎人ライナー,舎人公園,舎人公園,足立区舎人公園１-１０,139.770183,35.79623,都営,日暮里・舎人ライナー
新綱島,41-50分,41分,乗換1回,東急新横浜線,新綱島,新綱島,横浜市港北区綱島東1丁目8番1号,139.636167,35.536639,東急,新横浜線
下高井戸,41-50分,42分,乗換1回,京王線,下高井戸,下高井戸,世田谷区松原３-２９-１７,139.641372,35.66615,京王,線
桜上水,41-50分,44分,乗換1回,京王線,桜上水,桜上水,世田谷区桜上水５-２９-５２,139.63129,35.66768,京王,線
上北沢,41-50分,45分,乗換1回,京王線,上北沢,上北沢,世田谷区上北沢４-１４-３,139.62329,35.668857,京王,線
千歳烏山,41-50分,47分,乗換1回,京王線,千歳烏山,千歳烏山,世田谷区南烏山６-１-１,139.60067,35.667921,京王,線
八幡山,41-50分,48分,乗換1回,京王線,八幡山,八幡山,杉並区上高井戸１-１-１１,139.614927,35.669982,京王,線
芦花公園,41-50分,49分,乗換1回,京王線,芦花公園,芦花公園,世田谷区南烏山３-１-１６,139.608247,35.670479,京王,線
経堂,41-50分,42分,乗換2回,小田急小田原線,経堂,経堂,世田谷区経堂１丁目,139.635993,35.650991,不明,小田急小田原線
成城学園前,41-50分,47分,乗換2回,小田急小田原線,成城学園前,成城学園前,世田谷区成城６丁目,139.598958,35.640114,不明,小田急小田原線
千歳船橋,41-50分,47分,乗換1回,小田急小田原線,千歳船橋,千歳船橋,世田谷区船橋１丁目,139.624544,35.647616,不明,小田急小田原線
祖師ヶ谷大蔵,41-50分,49分,乗換1回,小田急小田原線,祖師ヶ谷大蔵,祖師ヶ谷大蔵,東京都世田谷区祖師谷1丁目,139.609659,35.643236,不明,小田急小田原線
戸部,41-50分,42分,乗換1回,京急本線,戸部,戸部,横浜市西区戸部本町４８-１１,139.61956,35.456631,京急,本線
日ノ出町,41-50分,43分,乗換1回,京急本線,日ノ出町,日ノ出町,横浜市中区日ノ出町１-３１,139.626696,35.445524,京急,本線
上大岡,41-50分,44分,乗換1回,京急本線,上大岡,上大岡,横浜市港南区上大岡西１-６-１,139.596552,35.409418,京急,本線
黄金町,41-50分,45分,乗換1回,京急本線,黄金町,黄金町,横浜市南区白金町１-１,139.62246,35.439694,京急,本線
南太田,41-50分,49分,乗換1回,京急本線,南太田,南太田,横浜市南区南太田１-２５-１,139.613408,35.436923,京急,本線
高島町,41-50分,42分,乗換1回,横浜市営ブルーライン,高島町,高島町,横浜市西区花咲町７-４１,139.623548,35.458804,横浜市営,ブルーライン
三ッ沢下町,41-50分,42分,乗換1回,横浜市営ブルーライン,三ッ沢下町,三ッ沢下町,横浜市神奈川区三ッ沢下町２-１６,139.61481,35.476512,横浜市営,ブルーライン
三ッ沢上町,41-50分,44分,乗換1回,横浜市営ブルーライン,三ッ沢上町,三ッ沢上町,横浜市神奈川区三ッ沢上町５-９,139.605395,35.476526,横浜市営,ブルーライン
伊勢佐木長者町,41-50分,46分,乗換1回,横浜市営ブルーライン,伊勢佐木長者町,伊勢佐木長者町,横浜市中区長者町５-４８,139.633176,35.441044,横浜市営,ブルーライン
片倉町,41-50分,46分,乗換1回,横浜市営ブルーライン,片倉町,片倉町,横浜市神奈川区片倉１-３３-７,139.606511,35.490205,横浜市営,ブルーライン
阪東橋,41-50分,47分,乗換1回,横浜市営ブルーライン,阪東橋,阪東橋,横浜市中区弥生町５-４８,139.624843,35.437434,横浜市営,ブルーライン
岸根公園,41-50分,48分,乗換1回,横浜市営ブルーライン,岸根公園,岸根公園,横浜市港北区篠原町１１２３,139.617065,35.496038,横浜市営,ブルーライン
吉野町,41-50分,49分,乗換1回,横浜市営ブルーライン,吉野町,吉野町,横浜市南区吉野町３-７,139.618455,35.435489,横浜市営,ブルーライン
十条（東京都）,41-50分,42分,乗換1回,ＪＲ埼京線,十条,十条,北区上十条１丁目,139.722233,35.760321,ＪＲ,埼京線
北赤羽,41-50分,43分,乗換1回,ＪＲ埼京線,北赤羽,北赤羽,北区赤羽北２丁目,139.70569,35.787007,ＪＲ,埼京線
浮間舟渡,41-50分,45分,乗換1回,ＪＲ埼京線,浮間舟渡,浮間舟渡,北区浮間４丁目,139.691341,35.791209,ＪＲ,埼京線
戸田公園,41-50分,48分,乗換1回,ＪＲ埼京線,戸田公園,戸田公園,戸田市本町４丁目,139.678203,35.807906,ＪＲ,埼京線
戸田（埼玉県）,41-50分,50分,乗換1回,ＪＲ埼京線,戸田,戸田,戸田市新曽字柳原,139.669548,35.817665,ＪＲ,埼京線
赤羽岩淵,41-50分,42分,乗換1回,東京メトロ南北線,赤羽岩淵,赤羽岩淵,北区赤羽１-５２-８,139.722103,35.783417,東京メトロ,南北線
船堀,41-50分,42分,乗換1回,都営新宿線,船堀,船堀,江戸川区船堀３-６-１,139.864258,35.683795,都営,新宿線
一之江,41-50分,45分,乗換1回,都営新宿線,一之江,一之江,江戸川区春江町４-２,139.882934,35.686055,都営,新宿線
瑞江,41-50分,47分,乗換1回,都営新宿線,瑞江,瑞江,江戸川区瑞江２-２-１,139.89761,35.693318,都営,新宿線
篠崎,41-50分,50分,乗換1回,都営新宿線,篠崎,篠崎,江戸川区篠崎町７-２７-１,139.903698,35.706017,都営,新宿線
大山（東京都）,41-50分,42分,乗換1回,東武東上線,大山,大山,板橋区大山町４-１,139.702589,35.748398,東武,東上線
中板橋,41-50分,46分,乗換1回,東武東上線,中板橋,中板橋,板橋区弥生町３３-１,139.694628,35.756214,東武,東上線
ときわ台（東京都）,41-50分,47分,乗換1回,東武東上線,ときわ台,ときわ台,板橋区常盤台１-４３-１,139.689015,35.758771,東武,東上線
上板橋,41-50分,49分,乗換1回,東武東上線,上板橋,上板橋,板橋区上板橋２-３６-７,139.67641,35.763596,東武,東上線
成増,41-50分,50分,乗換1回,東武東上線,成増,成増,板橋区成増２-１３-１,139.632708,35.777723,東武,東上線
梅島,41-50分,42分,乗換1回,東武伊勢崎線〔スカイツリーライン〕,梅島,梅島,足立区梅田７丁目,139.797916,35.772437,東武,伊勢崎線〔スカイツリーライン〕
西新井,41-50分,43分,乗換1回,東武伊勢崎線〔スカイツリーライン〕,西新井,西新井,足立区西新井栄町２丁目,139.790372,35.777323,東武,伊勢崎線〔スカイツリーライン〕
東向島,41-50分,43分,乗換2回,東武伊勢崎線〔スカイツリーライン〕,東向島,東向島,墨田区東向島４丁目,139.819306,35.724324,東武,伊勢崎線〔スカイツリーライン〕
堀切,41-50分,44分,乗換2回,東武伊勢崎線〔スカイツリーライン〕,堀切,堀切,足立区千住曙町,139.817727,35.742977,東武,伊勢崎線〔スカイツリーライン〕
鐘ヶ淵,41-50分,45分,乗換2回,東武伊勢崎線〔スカイツリーライン〕,鐘ヶ淵,鐘ヶ淵,東京都墨田区墨田5丁目,139.820344,35.733712,東武,伊勢崎線〔スカイツリーライン〕
竹ノ塚,41-50分,46分,乗換1回,東武伊勢崎線〔スカイツリーライン〕,竹ノ塚,竹ノ塚,足立区竹の塚６丁目,139.790788,35.794368,東武,伊勢崎線〔スカイツリーライン〕
谷塚,41-50分,49分,乗換1回,東武伊勢崎線〔スカイツリーライン〕,谷塚,谷塚,草加市谷塚町,139.801483,35.814926,東武,伊勢崎線〔スカイツリーライン〕
武蔵新城,41-50分,42分,乗換1回,ＪＲ南武線（川崎-立川）,武蔵新城,武蔵新城,川崎市中原区上新城２丁目,139.629419,35.587369,ＪＲ,南武線（川崎-立川）
津田山,41-50分,46分,乗換1回,ＪＲ南武線（川崎-立川）,津田山,津田山,川崎市高津区下作延,139.600002,35.604259,ＪＲ,南武線（川崎-立川）
久地,41-50分,48分,乗換1回,ＪＲ南武線（川崎-立川）,久地,久地,川崎市高津区久地,139.592714,35.610363,ＪＲ,南武線（川崎-立川）
宿河原,41-50分,50分,乗換1回,ＪＲ南武線（川崎-立川）,宿河原,宿河原,川崎市多摩区宿河原,139.579565,35.615429,ＪＲ,南武線（川崎-立川）
保土ヶ谷,41-50分,42分,乗換1回,ＪＲ横須賀線,保土ヶ谷,保土ヶ谷,横浜市保土ヶ谷区岩井町,139.599671,35.446746,ＪＲ,横須賀線
東戸塚,41-50分,46分,乗換1回,ＪＲ横須賀線,東戸塚,東戸塚,横浜市戸塚区品濃町,139.556794,35.430353,ＪＲ,横須賀線
浦和,41-50分,43分,乗換1回,ＪＲ宇都宮線〔東北本線〕・ＪＲ上野東京ライン,浦和,浦和,さいたま市浦和区高砂１丁目,139.657109,35.858496,ＪＲ,宇都宮線〔東北本線〕・ＪＲ上野東京ライン
さいたま新都心,41-50分,47分,乗換1回,ＪＲ宇都宮線〔東北本線〕・ＪＲ上野東京ライン,さいたま新都心,さいたま新都心,さいたま市大宮区吉敷町４丁目５７番地３,139.633587,35.893867,ＪＲ,宇都宮線〔東北本線〕・ＪＲ上野東京ライン
大宮（埼玉県）,41-50分,49分,乗換1回,ＪＲ宇都宮線〔東北本線〕・ＪＲ上野東京ライン,大宮,大宮,さいたま市大宮区錦町,139.62405,35.906439,ＪＲ,宇都宮線〔東北本線〕・ＪＲ上野東京ライン
亀有,41-50分,43分,乗換1回,ＪＲ常磐線,亀有,亀有,葛飾区亀有３,139.847573,35.766527,ＪＲ,常磐線
金町（東京都）,41-50分,46分,乗換1回,ＪＲ常磐線,金町,金町,葛飾区金町６丁目,139.870482,35.769582,ＪＲ,常磐線
松戸,41-50分,48分,乗換1回,ＪＲ常磐線,松戸,松戸,松戸市松戸,139.900779,35.784472,ＪＲ,常磐線
菊名,41-50分,43分,乗換1回,ＪＲ横浜線,菊名,菊名,横浜市港北区菊名７丁目,139.630147,35.509749,ＪＲ,横浜線
新横浜,41-50分,45分,乗換1回,ＪＲ横浜線,新横浜,新横浜,横浜市港北区篠原町,139.617348,35.506824,ＪＲ,横浜線
小机,41-50分,47分,乗換1回,ＪＲ横浜線,小机,小机,横浜市港北区小机町,139.599787,35.508533,ＪＲ,横浜線
戸塚,41-50分,43分,乗換1回,ＪＲ東海道本線（東京-熱海）,戸塚,戸塚,横浜市戸塚区戸塚町,139.534282,35.400432,ＪＲ,東海道本線（東京-熱海）
大船,41-50分,49分,乗換1回,ＪＲ東海道本線（東京-熱海）,大船,大船,鎌倉市大船１丁目,139.531127,35.353466,ＪＲ,東海道本線（東京-熱海）
根岸（神奈川県）,41-50分,43分,乗換0回,ＪＲ根岸線,根岸,根岸,横浜市磯子区東町,139.636034,35.415887,ＪＲ,根岸線
磯子,41-50分,46分,乗換0回,ＪＲ根岸線,磯子,磯子,横浜市磯子区森１丁目,139.617916,35.399881,ＪＲ,根岸線
新杉田,41-50分,48分,乗換0回,ＪＲ根岸線,新杉田,新杉田,横浜市磯子区新杉田町,139.619483,35.386863,ＪＲ,根岸線
沼袋,41-50分,43分,乗換1回,西武新宿線,沼袋,沼袋,中野区沼袋１-３５-１,139.663841,35.719458,西武,新宿線
鷺ノ宮,41-50分,45分,乗換1回,西武新宿線,鷺ノ宮,鷺ノ宮,中野区鷺宮３-１５-１,139.63892,35.722605,西武,新宿線
野方,41-50分,45分,乗換1回,西武新宿線,野方,野方,中野区野方６-３-３,139.652733,35.719658,西武,新宿線
都立家政,41-50分,46分,乗換1回,西武新宿線,都立家政,都立家政,中野区鷺宮１-１６-１,139.644839,35.722313,西武,新宿線
上石神井,41-50分,49分,乗換1回,西武新宿線,上石神井,上石神井,練馬区上石神井１-２-４５,139.592266,35.726189,西武,新宿線
下井草,41-50分,50分,乗換1回,西武新宿線,下井草,下井草,杉並区下井草２-４４-１０,139.624688,35.723852,西武,新宿線
椎名町,41-50分,43分,乗換1回,西武池袋線,椎名町,椎名町,豊島区長崎１-１-２２,139.694363,35.726572,西武,池袋線
東長崎,41-50分,45分,乗換1回,西武池袋線,東長崎,東長崎,豊島区長崎５-１-１,139.683294,35.73003,西武,池袋線
江古田,41-50分,49分,乗換1回,西武池袋線,江古田,江古田,練馬区旭丘１-７８-７,139.672814,35.737557,西武,池袋線
浜川崎,41-50分,43分,乗換1回,ＪＲ鶴見線（鶴見-扇町）,浜川崎,浜川崎,川崎市川崎区南渡田町,139.713483,35.510428,ＪＲ,鶴見線（鶴見-扇町）
昭和,41-50分,45分,乗換1回,ＪＲ鶴見線（鶴見-扇町）,昭和,昭和,川崎市川崎区扇町,139.723897,35.506836,ＪＲ,鶴見線（鶴見-扇町）
扇町（神奈川県）,41-50分,47分,乗換1回,ＪＲ鶴見線（鶴見-扇町）,扇町,扇町,川崎市川崎区扇町,139.722147,35.501452,ＪＲ,鶴見線（鶴見-扇町）
平沼橋,41-50分,43分,乗換1回,相鉄本線,平沼橋,平沼橋,横浜市西区西平沼町３-７,139.616897,35.460355,相鉄,本線
西横浜,41-50分,45分,乗換1回,相鉄本線,西横浜,西横浜,横浜市西区西平沼町８-１,139.608745,35.453437,相鉄,本線
天王町,41-50分,46分,乗換1回,相鉄本線,天王町,天王町,横浜市保土ヶ谷区天王町２-４５-５,139.602554,35.453984,相鉄,本線
星川（神奈川県）,41-50分,50分,乗換1回,相鉄本線,星川,星川,横浜市保土ヶ谷区星川１-１-１,139.594816,35.458634,相鉄,本線
新高島,41-50分,43分,乗換1回,横浜高速鉄道みなとみらい線,新高島,新高島,横浜市西区高島１-３,139.626499,35.46192,不明,横浜高速鉄道みなとみらい線
みなとみらい,41-50分,44分,乗換1回,横浜高速鉄道みなとみらい線,みなとみらい,みなとみらい,横浜市西区みなとみらい３-５,139.632386,35.458028,不明,横浜高速鉄道みなとみらい線
馬車道,41-50分,46分,乗換1回,横浜高速鉄道みなとみらい線,馬車道,馬車道,横浜市中区本町５-４９,139.636175,35.450135,不明,横浜高速鉄道みなとみらい線
日本大通り,41-50分,47分,乗換1回,横浜高速鉄道みなとみらい線,日本大通り,日本大通り,横浜市中区日本大通９,139.642608,35.446821,不明,横浜高速鉄道みなとみらい線
元町・中華街,41-50分,49分,乗換1回,横浜高速鉄道みなとみらい線,元町・中華街,元町・中華街,横浜市中区山下町６５,139.650446,35.44243,不明,横浜高速鉄道みなとみらい線
小竹向原,41-50分,44分,乗換1回,東京メトロ副都心線,小竹向原,小竹向原,東京都練馬区小竹町二丁目16-15,139.678572,35.743803,東京メトロ,副都心線
中野新橋,41-50分,44分,乗換2回,東京メトロ丸ノ内線（中野坂上-方南町）,中野新橋,中野新橋,中野区弥生町２-２６-８,139.673997,35.692123,東京メトロ,丸ノ内線（中野坂上-方南町）
中野富士見町,41-50分,46分,乗換2回,東京メトロ丸ノ内線（中野坂上-方南町）,中野富士見町,中野富士見町,中野区弥生町５-２４-４,139.666933,35.690514,東京メトロ,丸ノ内線（中野坂上-方南町）
